body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,transport_distance_interaction,energy_efficiency_heating,carbonemission
0,1,0,2,1,0,1,1,292,0,3347,2,4,24,40,0,2,0,2,1954
3,0,2,0,1,1,4,0,282,0,1475,1,7,0,31,9,1,1475,1,1957
1,0,1,1,2,1,4,1,74,3,1873,0,7,9,36,23,0,1873,0,3778
3,0,2,3,2,1,4,0,208,3,1661,0,2,24,29,10,2,1661,4,2069
0,1,0,1,0,1,4,0,260,0,774,1,2,6,34,24,0,774,0,2421
0,1,2,2,1,1,4,1,294,3,1043,2,2,5,42,15,0,1043,0,2801
1,0,1,3,1,0,5,1,52,0,9006,3,4,19,46,23,1,0,1,5547
1,1,2,0,2,2,4,0,229,0,15,0,2,22,22,12,0,30,0,2343
1,1,3,2,2,1,4,1,291,1,1199,0,5,0,21,15,0,1199,0,2232
1,0,3,1,0,2,4,0,184,0,20,1,2,12,34,9,0,40,0,2309
3,1,2,2,3,0,0,2,131,2,4058,0,3,11,14,17,0,0,0,2233
3,1,2,1,3,2,4,0,288,0,95,3,4,20,8,7,2,190,6,1419
2,1,0,1,0,2,4,0,192,0,71,2,5,20,3,13,2,142,0,2087
2,0,3,2,1,1,4,2,175,3,1603,1,5,6,44,22,0,1603,0,2829
2,0,1,0,2,1,4,1,64,3,1595,1,2,16,49,4,1,1595,2,3057
2,1,2,3,0,2,4,1,62,0,92,1,4,10,9,1,1,184,0,2337
0,0,3,0,2,2,4,2,56,0,80,2,3,19,50,5,0,160,0,1651
1,1,3,3,1,2,4,2,209,0,21,1,3,7,31,6,1,42,1,2214
3,0,0,1,1,2,4,1,136,0,31,2,3,6,15,19,0,62,0,1402
3,1,1,3,3,2,4,1,284,3,3,3,2,7,12,12,1,6,3,2317
1,1,3,3,0,0,1,2,276,1,2698,2,1,9,50,4,2,0,0,2027
0,0,1,1,2,0,1,1,209,1,1580,1,5,2,19,19,1,0,2,1543
2,0,0,1,3,0,3,0,86,2,5541,3,3,24,0,17,1,0,3,2522
1,0,0,2,1,0,5,2,238,2,7014,1,2,1,10,8,1,0,1,3996
0,1,0,2,0,1,4,2,79,3,1122,2,5,10,5,19,2,1122,0,2673
1,1,2,1,0,0,5,2,200,1,1644,3,3,3,27,11,2,0,0,2235
0,0,3,3,2,1,4,0,214,2,1854,1,3,16,29,9,2,1854,4,1378
3,1,1,0,2,2,4,1,59,3,72,0,6,4,39,7,2,144,4,2939
1,1,2,2,1,0,5,2,235,3,4383,3,2,9,6,21,1,0,1,4311
2,0,1,2,0,2,4,0,50,0,69,2,7,11,28,24,1,138,0,2107
3,0,0,3,2,0,5,2,122,1,5954,0,4,14,11,21,0,0,0,3419
0,1,3,1,3,0,0,1,218,2,9258,3,4,12,20,20,2,0,6,3713
1,1,2,0,2,0,1,0,156,0,2041,1,1,17,0,18,1,0,2,1484
3,1,0,2,0,0,1,2,289,1,2033,0,7,1,40,1,1,0,0,2517
2,0,3,3,3,1,4,0,168,0,1958,2,7,19,9,9,0,1958,0,1890
2,1,3,2,0,2,4,2,242,0,58,1,5,10,38,2,1,116,0,3071
3,1,2,1,0,2,4,0,73,0,92,0,4,15,32,8,0,184,0,2073
3,0,3,3,0,2,4,0,145,3,93,0,1,9,43,0,2,186,0,2233
3,0,0,3,3,0,1,1,214,1,7926,0,5,19,7,16,0,0,0,1644
1,1,0,0,1,1,4,0,117,3,1988,2,7,15,10,9,0,1988,0,2957
2,1,3,0,2,1,4,2,118,0,757,0,4,6,25,9,0,757,0,2278
3,0,0,2,0,0,2,1,292,2,8497,3,6,22,23,4,1,0,0,2813
2,0,1,2,3,2,4,0,162,0,62,3,4,3,42,6,0,124,0,1983
3,0,2,0,3,0,5,0,209,2,5323,0,3,16,3,24,1,0,3,2779
2,1,3,2,1,2,4,1,222,3,17,2,5,22,17,1,2,34,2,2212
1,1,2,3,2,1,4,0,181,3,5,3,2,7,16,14,2,5,4,2910
3,0,1,0,0,1,4,2,74,2,1997,3,1,20,24,3,2,1997,0,1051
2,1,2,2,2,0,3,2,120,0,7153,0,7,6,17,16,1,0,2,5044
0,1,0,2,2,1,4,2,163,1,1301,0,2,23,33,8,2,1301,4,1595
3,1,2,3,0,0,3,2,264,0,2864,0,7,24,47,19,1,0,0,3745
1,1,2,1,0,0,2,0,252,2,6029,2,3,20,33,15,1,0,0,3084
3,1,1,0,3,0,1,2,68,0,825,0,7,17,21,4,2,0,6,2280
1,1,1,3,0,1,4,0,177,3,660,2,6,12,22,11,2,660,0,3669
0,0,1,1,3,1,4,2,94,3,967,3,2,17,6,2,2,967,6,1724
2,1,0,2,1,1,4,0,247,2,1111,3,3,0,34,11,1,1111,1,1695
2,1,2,2,1,1,4,2,144,3,884,3,4,7,19,16,0,884,0,2423
3,1,2,0,0,0,0,0,99,0,704,1,6,4,23,3,1,0,0,2130
3,0,0,2,2,0,2,1,278,2,2514,1,5,20,45,3,1,0,2,2224
2,0,0,3,2,0,5,0,89,3,3208,2,2,5,9,1,0,0,0,3058
3,1,1,0,1,1,4,0,69,3,1954,3,1,6,25,14,2,1954,2,1994
3,0,3,0,3,2,4,1,62,1,92,1,6,3,37,24,2,184,6,1605
2,1,0,2,2,1,4,0,110,2,1438,0,4,16,26,8,1,1438,2,1751
2,0,2,2,2,1,4,1,223,0,1923,0,7,9,0,24,1,1923,2,2405
1,1,1,0,2,1,4,0,73,0,846,0,4,4,9,17,2,846,4,1941
1,0,0,1,0,2,4,0,248,2,65,0,5,10,7,13,1,130,0,2195
1,0,0,3,1,2,4,0,145,0,41,3,3,17,47,23,2,82,2,2106
1,1,1,3,0,1,4,2,216,2,635,0,4,11,46,7,1,635,0,2516
0,0,3,3,1,0,2,0,255,1,9842,0,4,4,46,0,1,0,1,2956
2,0,1,3,2,2,4,0,54,0,77,1,1,10,46,3,0,154,0,1678
0,1,0,2,1,0,5,0,189,1,7953,1,7,15,21,3,0,0,0,4357
1,1,3,1,0,2,4,0,216,0,48,3,3,5,31,0,0,96,0,2249
0,0,1,0,2,2,4,2,273,1,86,3,7,11,3,8,2,172,4,776
1,1,1,0,1,2,4,1,281,0,18,0,4,23,40,4,1,36,1,2794
3,0,3,2,0,2,4,2,171,1,65,0,5,14,47,9,1,130,0,1939
0,0,0,0,0,0,2,2,158,0,1844,0,6,4,9,6,0,0,0,2250
3,0,1,2,1,2,4,2,198,2,91,1,7,16,13,8,1,182,1,1155
0,1,0,3,1,1,4,1,270,1,1749,2,6,6,4,16,2,1749,2,1203
2,1,1,3,2,0,3,2,224,3,4397,3,6,23,1,16,2,0,4,4031
3,0,3,1,3,1,4,1,186,3,1008,0,5,13,11,19,1,1008,3,2364
2,1,2,1,3,2,4,1,122,3,19,2,5,19,13,23,2,38,6,2446
1,0,1,3,0,0,3,0,158,0,6419,1,6,16,24,15,1,0,0,4445
0,0,3,2,1,2,4,2,91,2,95,2,3,8,45,0,0,190,0,1202
0,0,2,2,2,2,4,0,186,0,8,0,5,15,8,0,2,16,4,1670
1,0,1,3,0,0,3,2,272,3,7008,1,4,3,28,17,0,0,0,5133
3,1,2,1,1,1,4,2,90,3,1601,0,7,17,1,5,0,1601,0,2698
1,0,1,1,1,2,4,1,232,1,0,0,7,18,21,8,0,0,0,2092
3,1,2,2,1,0,1,0,222,2,1072,1,3,12,19,8,2,0,2,1086
0,0,3,3,0,1,4,1,229,3,695,1,6,13,17,14,0,695,0,2835
3,0,0,2,0,2,4,0,99,2,42,1,1,21,30,3,1,84,0,987
2,1,2,3,2,0,1,1,238,2,9316,2,3,8,29,0,2,0,4,1790
3,1,3,3,3,1,4,1,191,0,1635,2,7,22,18,2,2,1635,6,1749
0,0,3,1,0,1,4,1,97,3,810,1,5,24,20,12,0,810,0,2721
0,0,3,0,2,0,0,1,161,2,1899,1,6,22,24,17,0,0,0,1900
3,1,3,3,0,1,4,2,259,0,103,1,5,8,2,6,0,103,0,1756
3,1,3,3,1,2,4,1,147,0,71,0,2,18,6,15,1,142,1,1449
2,1,3,2,3,2,4,2,212,2,86,0,1,13,25,1,1,172,3,1400
3,1,0,2,0,1,4,0,263,1,818,3,7,18,17,10,0,818,0,1441
0,1,1,0,1,0,3,1,206,3,4809,1,4,13,33,11,1,0,1,4031
0,0,3,1,1,2,4,1,209,2,92,3,3,11,44,14,1,184,1,1284
3,0,0,3,2,0,1,0,236,0,3610,3,2,12,37,22,0,0,0,1733
0,0,0,2,3,0,1,0,110,2,5696,1,4,11,45,12,1,0,3,1645
1,0,3,2,2,1,4,0,123,1,1795,0,3,19,27,23,1,1795,2,1374
0,0,1,0,1,2,4,0,297,3,98,3,5,1,14,0,2,196,2,1674
3,1,3,0,3,1,4,2,159,3,1895,2,4,22,36,21,1,1895,3,2811
0,0,3,2,2,1,4,2,165,1,1321,3,4,19,9,6,0,1321,0,1007
0,0,1,1,3,1,4,0,274,0,824,3,1,4,13,15,0,824,0,1466
0,1,0,0,1,1,4,1,282,0,984,0,1,18,35,2,2,984,2,2173
0,0,0,0,1,2,4,2,212,0,95,0,6,16,46,10,0,190,0,2420
2,0,0,0,0,0,1,1,80,2,9746,1,5,19,25,3,0,0,0,1660
1,0,3,2,0,0,5,2,204,3,3315,3,6,7,36,9,2,0,0,3973
0,0,1,2,3,2,4,0,98,2,32,2,4,12,46,21,2,64,6,1387
3,1,1,2,3,2,4,0,59,0,51,3,1,14,2,0,0,102,0,1130
0,0,3,3,2,0,3,2,276,1,2916,0,5,21,42,8,0,0,0,2393
0,1,0,2,2,2,4,1,273,1,54,2,5,12,37,8,0,108,0,2038
2,1,2,2,0,1,4,2,71,1,1758,3,4,19,29,18,1,1758,0,1652
3,0,3,2,3,1,4,1,109,0,1414,3,4,1,15,4,0,1414,0,1475
1,1,0,1,2,1,4,2,127,1,479,2,5,1,25,2,1,479,2,1867
3,1,2,0,3,2,4,0,281,2,25,0,1,17,43,20,0,50,0,1467
2,0,3,3,3,1,4,2,108,2,575,1,6,15,45,20,1,575,3,1873
0,0,2,1,2,1,4,0,268,3,23,1,7,21,3,20,0,23,0,2212
3,1,1,0,0,1,4,2,100,3,1401,2,7,4,26,12,1,1401,0,3044
0,1,0,1,3,1,4,0,112,1,197,1,5,0,33,23,1,197,3,1795
1,1,1,0,0,1,4,1,107,2,780,2,7,6,27,0,2,780,0,2059
0,0,2,1,3,2,4,2,226,0,22,0,4,5,4,13,1,44,3,1681
3,0,2,1,2,2,4,1,124,1,56,1,7,12,42,14,2,112,4,1624
2,0,2,3,1,1,4,1,159,3,57,2,6,13,29,19,1,57,1,2333
2,0,1,2,3,0,2,0,233,3,3805,1,2,14,15,20,2,0,6,3171
0,0,3,2,0,0,3,0,144,1,7958,1,6,13,46,24,1,0,0,3492
3,0,1,1,0,1,4,1,209,1,137,3,4,10,45,23,2,137,0,1526
2,0,0,1,1,2,4,2,118,2,82,0,3,5,30,16,2,164,2,1311
1,0,1,1,2,2,4,0,290,0,8,2,7,20,40,15,1,16,2,2570
1,1,1,0,2,1,4,0,299,0,298,0,2,21,48,1,2,298,4,2474
3,1,0,3,2,1,4,1,99,1,308,2,4,13,37,14,1,308,2,1404
1,1,3,3,0,0,3,2,183,2,8198,0,2,5,21,16,0,0,0,4612
0,1,3,1,3,1,4,0,161,3,1092,1,2,8,50,10,2,1092,6,2911
2,1,0,3,1,2,4,2,54,3,20,2,4,5,39,14,2,40,2,2635
1,0,3,2,1,2,4,1,52,2,42,3,6,19,42,21,0,84,0,1735
1,0,0,0,3,1,4,1,118,3,854,1,5,10,32,7,2,854,6,3119
3,0,0,1,1,0,1,0,120,2,1401,0,2,16,33,1,2,0,2,766
1,1,2,1,1,0,3,0,266,1,4293,2,6,19,8,5,0,0,0,2297
3,1,0,1,3,0,0,0,229,3,5235,3,2,15,37,13,0,0,0,3670
2,0,3,2,3,2,4,1,122,3,42,2,6,14,49,17,2,84,6,2822
3,0,0,0,3,1,4,1,290,3,317,2,5,2,15,20,1,317,3,2486
0,0,3,2,2,1,4,2,244,0,762,1,6,6,2,18,1,762,2,1650
2,1,1,3,2,2,4,2,274,3,26,2,7,21,22,12,2,52,4,3202
0,1,1,0,2,2,4,2,211,2,99,3,3,19,21,1,0,198,0,1133
2,1,3,2,2,2,4,2,116,3,0,1,4,13,38,15,0,0,0,3289
1,0,3,2,1,2,4,0,282,3,70,2,5,10,18,15,2,140,2,2426
1,0,3,0,0,2,4,1,53,2,70,1,7,2,45,24,2,140,0,2795
0,1,1,0,3,0,3,0,222,1,1771,0,3,5,8,12,2,0,6,1608
0,0,1,0,3,1,4,2,153,3,1692,2,6,2,31,21,1,1692,3,2438
0,0,1,2,1,1,4,0,286,1,909,1,6,4,42,22,1,909,1,1528
1,0,0,2,2,2,4,0,76,3,81,0,6,19,39,1,2,162,4,3211
0,0,3,1,3,0,3,1,191,0,8358,0,5,16,20,10,1,0,3,3941
0,0,2,2,3,2,4,1,254,3,67,0,4,14,35,0,1,134,3,2454
3,1,2,3,3,1,4,1,226,0,1862,1,5,24,14,23,0,1862,0,2198
3,0,0,3,0,0,3,0,266,2,3800,3,7,23,8,5,1,0,0,2126
0,0,3,0,3,1,4,2,207,2,1287,0,5,9,36,5,1,1287,3,1581
1,1,3,2,0,1,4,0,137,0,1320,0,1,13,18,2,2,1320,0,2153
3,1,0,3,0,0,3,1,95,2,7468,0,7,5,47,22,0,0,0,4422
2,0,1,1,0,1,4,1,125,1,480,1,2,10,50,8,0,480,0,1667
3,1,0,0,3,1,4,1,279,3,1301,1,4,9,4,15,0,1301,0,2768
3,0,0,0,1,2,4,2,64,0,50,3,5,13,44,24,2,100,2,1493
0,0,0,2,1,1,4,1,183,0,1598,1,2,11,35,20,2,1598,2,1974
0,0,3,3,1,1,4,2,271,0,963,3,6,1,47,1,1,963,1,1783
3,1,2,1,2,2,4,1,139,3,3,3,3,21,27,21,1,6,2,2380
0,1,2,3,3,2,4,1,244,0,42,3,5,21,30,10,1,84,3,2324
0,1,1,2,3,0,3,1,159,2,732,3,7,10,46,24,0,0,0,2262
2,1,2,3,3,2,4,1,189,0,25,3,4,9,35,0,0,50,0,2173
2,0,0,1,2,0,3,1,187,1,196,0,4,16,8,10,0,0,0,1662
2,0,1,0,3,1,4,1,227,2,638,1,4,20,19,17,1,638,3,1781
2,1,2,0,1,2,4,2,144,0,50,1,2,20,47,5,2,100,2,2176
0,1,2,2,0,2,4,2,196,1,16,1,5,2,31,11,1,32,0,1731
3,1,1,2,0,0,2,1,169,2,5393,1,3,13,2,5,2,0,0,2303
2,1,2,0,3,2,4,0,123,1,83,0,5,18,46,23,1,166,3,2162
2,1,2,1,0,0,5,2,247,3,7749,2,5,5,20,8,1,0,0,6069
3,1,0,2,0,1,4,2,289,3,860,0,4,18,46,16,2,860,0,3811
2,1,0,0,1,2,4,0,207,1,65,1,2,12,20,8,1,130,1,1097
0,0,1,3,1,0,2,0,295,3,2761,0,3,2,1,8,2,0,2,2188
1,1,2,3,0,0,1,2,299,3,9445,0,5,12,20,15,0,0,0,3779
1,1,3,2,0,1,4,2,57,1,64,0,2,9,6,21,2,64,0,1179
3,0,2,0,2,0,1,1,240,1,6726,3,7,15,6,16,2,0,4,848
2,1,1,0,0,2,4,0,240,0,81,2,2,22,30,6,2,162,0,2239
0,0,3,2,1,2,4,1,82,2,54,1,4,3,47,18,1,108,1,1509
1,0,0,0,2,2,4,0,214,3,37,1,6,3,8,8,1,74,2,3058
3,1,2,1,1,2,4,0,275,3,18,2,3,18,10,0,0,36,0,1825
1,1,2,0,0,2,4,0,131,1,70,2,7,10,37,7,1,140,0,2034
3,0,1,2,3,1,4,2,123,3,203,3,7,1,24,2,2,203,6,1997
0,1,1,0,3,0,0,2,190,2,5287,1,4,12,15,10,2,0,6,2801
2,0,0,3,0,2,4,1,64,3,52,1,6,9,15,16,0,104,0,2753
2,0,1,2,1,1,4,1,276,3,1934,2,5,12,39,20,2,1934,2,2912
2,1,0,0,3,2,4,2,243,1,69,1,2,21,40,7,0,138,0,1642
0,1,1,0,1,0,0,0,136,1,4306,0,5,5,3,13,0,0,0,2207
1,0,3,0,1,1,4,2,163,2,840,0,1,1,26,23,1,840,1,1283
3,0,3,2,2,2,4,0,263,1,53,2,5,1,19,13,1,106,2,1161
3,1,3,3,2,1,4,2,194,3,1935,3,3,2,5,6,0,1935,0,2156
2,1,3,1,1,2,4,1,108,0,32,3,3,18,27,10,0,64,0,1639
0,0,1,0,3,0,0,0,271,3,555,3,7,18,0,1,2,0,6,2278
0,0,1,3,1,0,2,1,91,3,6898,0,2,10,1,23,1,0,1,2964
1,1,3,1,2,1,4,2,243,1,1643,3,1,1,20,9,1,1643,2,1183
3,0,2,1,2,2,4,2,93,3,57,2,7,17,20,15,1,114,2,2274
1,1,2,1,0,1,4,1,168,2,1850,0,2,3,10,8,2,1850,0,1544
0,0,2,1,1,1,4,2,179,3,1996,3,5,11,40,17,0,1996,0,2404
0,0,2,3,1,0,0,2,246,2,5413,1,2,16,38,0,2,0,2,2108
2,0,2,3,2,2,4,0,231,3,6,3,1,16,31,6,1,12,2,2094
2,1,2,0,2,1,4,0,198,1,1727,0,7,11,12,5,2,1727,4,1967
0,0,0,0,2,2,4,1,267,0,75,2,7,18,9,15,2,150,4,1750
0,1,3,3,0,0,5,1,81,2,5499,3,4,21,27,2,1,0,0,3800
0,0,0,0,2,0,3,0,193,1,8786,2,2,7,40,7,0,0,0,3266
3,1,1,0,0,1,4,2,183,1,1531,2,5,12,23,19,0,1531,0,1704
1,0,0,0,0,2,4,2,94,1,50,0,7,15,0,12,0,100,0,1974
0,0,1,2,3,0,2,0,296,2,5310,3,1,14,42,17,2,0,6,2288
3,1,0,0,3,2,4,2,239,1,79,3,4,10,33,10,1,158,3,1397
0,0,3,0,2,1,4,0,87,3,1215,2,5,6,39,18,2,1215,4,2336
3,1,0,1,0,0,2,0,286,0,8809,2,5,18,37,15,2,0,0,3799
3,1,2,0,1,2,4,1,117,3,46,2,6,6,22,14,0,92,0,2313
1,0,2,0,1,0,1,2,296,1,9285,1,6,3,45,1,0,0,0,1616
0,0,3,0,3,2,4,1,241,0,2,1,2,17,3,9,1,4,3,1353
2,0,0,1,0,0,2,2,127,3,9352,0,6,21,28,16,1,0,0,5015
0,1,1,1,0,0,1,2,203,0,8920,1,2,23,32,6,2,0,0,2179
3,0,0,1,1,2,4,2,58,0,25,2,7,12,16,10,1,50,1,1376
3,1,2,3,1,2,4,0,261,3,14,2,3,14,16,5,2,28,2,1752
3,1,1,3,3,0,5,2,218,1,5278,0,3,8,15,11,1,0,3,3312
0,0,0,0,2,2,4,1,192,0,75,1,3,9,39,23,1,150,2,2025
0,0,1,1,0,0,3,0,194,0,7148,3,7,10,43,17,2,0,0,3633
1,1,0,0,2,2,4,1,92,2,31,2,5,21,35,9,0,62,0,2445
1,0,0,1,1,1,4,0,147,0,2,1,2,7,1,9,1,2,1,1151
1,0,0,0,1,2,4,1,237,0,88,1,3,20,46,12,2,176,2,2080
2,0,2,1,0,1,4,2,274,2,342,3,3,4,4,2,0,342,0,1164
0,0,0,2,1,1,4,0,270,2,1962,2,3,11,6,10,0,1962,0,1037
3,0,0,2,3,0,3,2,244,3,9014,0,3,1,4,19,2,0,6,3949
3,1,2,0,2,1,4,0,267,2,1557,3,4,9,36,18,0,1557,0,1546
3,1,3,2,3,1,4,0,121,2,1537,3,1,9,28,21,0,1537,0,1219
2,0,3,3,2,1,4,1,259,2,293,0,2,14,5,22,2,293,4,1304
0,0,2,2,0,0,2,1,196,3,6180,1,7,13,49,7,1,0,0,3958
2,0,0,0,0,2,4,0,54,2,61,3,1,5,13,17,2,122,0,851
3,0,0,2,3,2,4,1,63,0,11,3,6,5,9,15,2,22,6,1357
1,0,0,0,0,2,4,0,193,2,80,0,4,24,3,5,1,160,0,1869
0,1,0,0,1,0,0,0,183,2,8717,3,6,21,37,9,0,0,0,3635
0,0,0,3,1,1,4,2,146,3,1604,1,3,2,32,14,0,1604,0,2279
1,1,3,2,1,0,2,1,69,3,9050,3,5,17,38,20,0,0,0,4851
0,0,3,0,0,2,4,1,168,1,86,3,7,2,41,16,2,172,0,1510
1,1,2,0,1,2,4,0,253,1,21,3,4,7,43,15,2,42,2,1447
2,1,3,1,1,0,2,0,93,3,1760,3,3,12,11,4,2,0,2,2105
3,0,1,3,2,1,4,2,270,2,631,2,3,22,1,3,1,631,2,891
2,0,1,1,2,1,4,1,170,1,755,3,1,12,30,21,0,755,0,1336
1,0,1,2,1,2,4,0,221,0,1,0,4,10,35,9,2,2,2,2207
1,1,3,1,2,0,3,1,191,3,6482,0,7,17,23,10,2,0,4,5918
0,1,2,1,0,2,4,2,80,2,76,2,3,8,28,16,2,152,0,1514
1,0,3,1,1,1,4,1,100,0,1795,0,4,16,35,19,0,1795,0,2499
0,1,2,3,1,1,4,0,118,0,311,1,2,22,13,12,0,311,0,1632
1,1,2,1,2,1,4,0,265,2,1959,1,5,24,8,22,1,1959,2,1826
1,1,0,2,2,2,4,2,235,1,52,2,5,23,5,0,1,104,2,1656
2,1,0,3,1,2,4,0,126,3,14,3,3,12,33,17,2,28,2,2418
2,1,3,3,2,1,4,0,155,1,649,1,4,18,24,10,1,649,2,1459
2,1,2,1,0,2,4,2,82,1,69,1,4,14,40,9,0,138,0,1874
2,0,3,3,1,2,4,0,92,1,29,2,1,20,39,19,0,58,0,1057
1,1,3,2,0,2,4,2,94,3,96,1,1,10,21,12,1,192,0,2782
2,0,3,1,0,2,4,1,98,1,50,1,7,7,29,17,0,100,0,1809
3,0,1,1,1,0,5,1,184,3,1614,3,3,6,48,24,2,0,2,2612
1,0,1,2,1,1,4,1,286,0,601,0,5,9,45,18,1,601,1,2866
3,0,1,3,3,0,3,2,243,2,4215,1,4,14,45,9,2,0,6,2578
2,0,1,3,1,1,4,1,91,2,1890,2,6,15,6,14,0,1890,0,1322
0,1,2,0,1,1,4,1,92,3,909,2,1,15,26,3,1,909,1,2249
2,1,3,2,3,1,4,1,230,3,1046,2,5,4,31,11,0,1046,0,3301
3,1,3,2,1,1,4,0,105,3,1394,1,7,18,13,20,0,1394,0,2599
0,1,0,2,2,2,4,0,205,3,15,1,6,15,40,12,2,30,4,2741
0,0,1,3,2,0,3,0,133,1,6127,3,7,6,34,16,2,0,4,2467
3,0,0,1,0,2,4,1,151,1,98,2,4,12,46,2,0,196,0,1579
1,1,1,3,2,1,4,2,57,1,1372,1,7,10,50,19,2,1372,4,2456
0,0,3,3,1,1,4,0,251,3,1978,1,7,17,0,4,1,1978,1,2161
1,0,3,1,1,1,4,2,113,1,1108,0,7,21,12,4,2,1108,2,1565
1,1,3,0,3,1,4,1,138,2,1957,0,2,2,37,24,0,1957,0,2271
2,1,1,3,2,1,4,2,79,3,3,0,2,23,42,13,0,3,0,3439
1,1,0,1,1,1,4,1,64,0,415,2,6,19,48,4,0,415,0,2573
0,0,1,1,2,1,4,0,291,2,1818,1,4,13,23,9,2,1818,4,1544
0,0,3,1,3,1,4,0,148,1,639,3,7,22,12,22,2,639,6,791
2,0,2,0,0,1,4,0,275,2,388,1,3,15,3,6,2,388,0,1264
2,0,0,3,2,1,4,1,289,0,804,0,7,14,38,7,0,804,0,3011
1,1,0,0,2,0,0,2,84,1,4084,2,3,24,45,20,0,0,0,2780
3,0,1,3,1,2,4,0,244,2,30,0,2,6,23,23,1,60,1,1273
3,0,2,1,0,1,4,1,64,2,1488,3,3,14,18,18,0,1488,0,1332
0,1,3,1,2,1,4,0,179,2,447,1,5,8,12,12,2,447,4,1594
0,0,1,2,2,1,4,0,263,2,1476,0,7,18,46,24,0,1476,0,2322
1,0,1,0,0,1,4,2,268,1,1368,3,4,0,15,1,1,1368,0,1410
2,0,0,2,0,2,4,2,128,3,8,0,1,9,49,10,0,16,0,3159
0,1,0,2,1,1,4,2,101,1,1227,1,2,17,22,19,2,1227,2,1159
3,1,3,0,3,1,4,1,63,0,1597,0,7,4,50,3,1,1597,3,2970
0,1,3,3,2,1,4,0,66,1,574,0,7,11,28,21,2,574,4,1711
1,0,3,3,1,2,4,0,51,0,19,3,1,8,17,1,2,38,2,1211
0,1,3,2,2,2,4,0,222,0,73,2,2,11,9,1,1,146,2,1514
3,1,3,2,3,1,4,1,116,0,338,2,1,1,20,17,0,338,0,1649
3,0,3,1,1,1,4,0,245,1,1527,2,1,15,30,9,1,1527,1,789
0,1,3,0,0,2,4,1,81,1,95,2,5,4,2,1,0,190,0,1280
3,0,3,1,0,2,4,0,173,1,69,2,5,20,23,0,1,138,0,1182
2,1,2,3,3,0,3,2,260,2,2266,1,3,10,44,12,2,0,6,2727
2,1,0,2,2,1,4,2,251,1,885,0,7,19,15,3,2,885,4,2299
0,1,1,0,1,2,4,2,129,2,56,2,5,11,13,2,0,112,0,1174
3,0,1,0,0,1,4,2,71,2,1370,3,6,3,42,21,1,1370,0,1507
1,1,3,0,2,2,4,2,264,3,42,0,5,17,33,17,1,84,2,4158
1,1,1,1,1,2,4,0,281,1,5,0,1,11,31,20,2,10,2,1107
2,1,1,1,1,2,4,1,128,0,13,0,2,13,30,0,1,26,1,2048
3,0,0,1,2,0,2,0,125,2,3849,3,7,14,7,6,2,0,4,1423
2,0,3,3,2,2,4,2,130,3,50,0,7,1,50,11,1,100,2,3191
2,0,1,0,0,2,4,1,212,0,50,3,4,14,20,2,0,100,0,1846
0,0,1,0,1,2,4,1,270,3,3,0,7,5,6,23,0,6,0,2399
2,0,0,1,1,0,0,2,220,2,9445,1,3,20,17,10,1,0,1,3582
2,0,1,3,1,0,0,1,210,3,4197,3,2,16,48,16,0,0,0,3538
0,0,0,2,0,1,4,1,209,1,600,3,6,3,21,2,0,600,0,1622
2,1,0,0,1,0,2,2,53,2,1720,1,1,10,24,19,0,0,0,1387
2,1,0,2,1,1,4,2,73,3,1890,2,3,5,5,12,1,1890,1,2262
2,1,1,3,3,0,5,1,53,3,601,3,4,15,30,3,1,0,3,2729
2,0,0,1,3,0,1,0,53,3,6894,3,7,0,15,10,2,0,6,2026
0,0,3,3,0,1,4,2,132,0,636,1,4,12,14,17,2,636,0,1802
2,0,0,0,1,1,4,1,212,3,1201,0,2,23,36,9,1,1201,1,2761
0,1,0,1,3,2,4,0,240,2,48,3,3,10,13,4,2,96,6,976
2,1,2,2,1,0,1,2,183,3,5442,1,3,9,20,20,1,0,1,2522
2,1,3,2,3,1,4,0,295,0,236,0,4,8,39,5,2,236,6,2457
2,0,1,1,0,0,3,2,222,3,3388,1,3,16,22,20,0,0,0,3559
0,1,0,2,1,1,4,1,102,0,1084,1,2,22,10,13,1,1084,1,1472
1,0,0,1,0,2,4,0,295,3,95,1,2,24,28,9,1,190,0,3060
2,0,0,1,0,0,0,1,120,1,5698,2,1,17,28,0,1,0,0,2790
0,1,1,3,0,1,4,1,56,2,780,2,7,14,14,5,1,780,0,1916
3,1,2,0,0,2,4,0,134,3,2,0,2,21,50,17,0,4,0,2809
3,1,1,3,0,2,4,1,111,2,75,3,6,22,33,1,2,150,0,1696
0,1,1,2,3,1,4,2,282,1,495,3,3,24,47,23,0,495,0,1648
3,0,2,3,3,2,4,1,186,2,95,2,2,19,28,8,1,190,3,1208
1,0,2,0,1,2,4,2,59,3,43,3,1,0,38,19,2,86,2,2439
1,0,1,2,2,0,2,0,191,0,6716,1,3,7,6,21,2,0,4,2999
3,1,1,3,2,1,4,0,299,1,1840,1,6,23,23,2,2,1840,4,1471
1,1,0,1,0,1,4,2,55,0,1386,2,5,21,29,3,0,1386,0,2471
